Community 1 - Period: (1669 - 1775 - Number of books: 310
Name;URI;Begin;End
Groot algemeen historisch, geographisch, genealogisch en oordeelkundig woordenboek, behelzende het voornaamste [...] in de woordenboeken van Moreri, Bayle, Buddeus, enz.;http://data.bibliotheken.nl/id/nbt/p281996873;1733;1733
Spiegel van Amsterdams zomervreugd, op de dorpen Amstelveen, Slooten, en den Overtoom [...].;http://data.bibliotheken.nl/id/nbt/p394099745;1730;1739
Afbeeldingen van steden, lusthoven, en andere vermaakelyke landgezigten, in de Kleefsche en Zuidhollandsche Arkadia.;http://data.bibliotheken.nl/id/nbt/p399357270;1720;1729
Verzameling van gedichten, van, voor en tegen jr. Willem van Haren, grietman op Het Bildt;http://data.bibliotheken.nl/id/nbt/p186297602;1742;1742
Korte beschryving benevens eene naauwkeurige afbeelding en verdere gezichten, van't koninglyke lusthuis 't Loo;http://data.bibliotheken.nl/id/nbt/p17370848X;1786;1786
Roma perturbata, ofte 't Beroerde Romen, vertoond door XIII zinnebeelden.;http://data.bibliotheken.nl/id/nbt/p400942283;1707;1707
Historie des Ouden en Nieuwen Testaments.;http://data.bibliotheken.nl/id/nbt/p850281059;1700;1700
Wiskunstige uitvindinge van schoorsteenen, die het rooken niet onderworpen zyn;http://data.bibliotheken.nl/id/nbt/p277905079;1716;1716
Representation, ou l'on voit un grand nombre des isles [...] et ports de mer, comme aussi les habillemens & meurs des peuples [...] dans les quatre parties de l'univers.;http://data.bibliotheken.nl/id/nbt/p239941144;1700;1799
Hieroglyphica of Merkbeelden der oude volkeren.;http://data.bibliotheken.nl/id/nbt/p242355668;1735;1735
De verliefde poëet. Vasten avond spel.;http://data.bibliotheken.nl/id/nbt/p161931863;1721;1721
Het blyde Breda, ofte Kort verhaal van de plegtige intrede van [...] Willem Carel Hendrik Friso [...] op den XIII. van herfst-maand, MDCCXXXVII;http://data.bibliotheken.nl/id/nbt/p238831442;1737;1737
Præludia botanica ad publicas plantarum exoticarum demonstrationes, dicta in horto medico.;http://data.bibliotheken.nl/id/nbt/p18237730X;1703;1703
Koninglyke almanach: beginnende met den aanvang der oorlog van anno 1701 [...] door XVIII zinnebeelden in koopers plaaten vertooond word.;http://data.bibliotheken.nl/id/nbt/p387719164;1706;1709
Beschrijvinge der wijdt-vermaarde koop-stadt Amstelredam.;http://data.bibliotheken.nl/id/nbt/p093830939;1662;1662
Vrankryks staat-zucht, trouwloosheid en wreedheid, ten toon gesteld in de onrechtvaardige pretentien en schrikkelijke bedrijven van Lodewijk de XIV;http://data.bibliotheken.nl/id/nbt/p83196250X;1690;1690
Heyligh hof vanden keyser Theodosius.;http://data.bibliotheken.nl/id/nbt/p315432713;1696;1696
Taferelen der voornaamste geschiedenissen van het Oude en Nieuwe Testament, en andere boeken, bij de Heilige Schrift gevoegt, door de vermaarde kunstenaars Hoet, Houbraken, en Picart getekent [...] en met beschrijvingen uitgebreid;http://data.bibliotheken.nl/id/nbt/p201973871;1728;1728
Histoire de l'admirable Don Quixotte de La Manche.;http://data.bibliotheken.nl/id/nbt/p100634249;1700;1700
Panpoëticon Batavum, kabinet, waar in de afbeeldingen van voornaame Nederlandsche dichteren, versameld [...] door Arnoud van Halen, en onder [...] aanmerkingen, over de Hollandsche rym-konst, geopendt.;http://data.bibliotheken.nl/id/nbt/p183614585;1720;1720
De hoofsche welleventheid, en loffelyke welgemaniertheid [...] in Nederland gebruykelyk, leerende hoe men [...] zich wyslelyk en lieftalig zal aanstellen;http://data.bibliotheken.nl/id/nbt/p304443204;1768;1768
Nette prent-verbeeldingen vande twee kloecke houte modellen [...] van het [...] dak over de grootte saal van het stadthuys tot Amsterdam.;http://data.bibliotheken.nl/id/nbt/p264418263;1701;1701
De schoole der wereld, geopent in CXL. vliegende bedenkingen op veelerhande voorvallende gezichten en zaeken.;http://data.bibliotheken.nl/id/nbt/p305415727;1698;1698
Tafereel, of beschryving van een prachtigen tempel der zang-godinnen, vertoond in LX. heerlyke kunststukken. Behelzende alle [...] geschiedenissen van de fabel-oudheid.;http://data.bibliotheken.nl/id/nbt/p182996409;1733;1733
Beschryvinge der stadt Delft, betreffende des selfs situatie, oorsprong en ouderdom.;http://data.bibliotheken.nl/id/nbt/p832407860;1667;1667
Geslacht-rekening der doorluchtigste vorsten van Nassau.;http://data.bibliotheken.nl/id/nbt/p853139865;1690;1690
Engelants schouwtoneel [...].;http://data.bibliotheken.nl/id/nbt/p191681415;1688;1689
Seven duyvelen, regeerende en vervoerende de hedensdaeghsche dienst-maegden.;http://data.bibliotheken.nl/id/nbt/p850091292;1682;1682
Schouwburg van den oorlog, beginnende van koning Karel den II. tot [...] Karel den III.;http://data.bibliotheken.nl/id/nbt/p400870495;1720;1720
Den koophandel van Amsterdam, naar alle gewesten des weerelds.;http://data.bibliotheken.nl/id/nbt/p363204245;1714;1714
"De listige vryster, óf De verschalkte voogd; blyspél.";http://data.bibliotheken.nl/id/nbt/p843834056;1690;1690
Verhandeling van den godtsdienst, legerschikking, krygstucht, en badstoven der oude Romeinen.;http://data.bibliotheken.nl/id/nbt/p100040403;1684;1684
Komste van zyne majesteit Willem III. koning van Groot Britanje, enz. in Holland.;http://data.bibliotheken.nl/id/nbt/p851461190;1691;1691
"Groot volkomen moolenboek; of Naauwkeurig ontwerp van allerhande [...] moolens.";http://data.bibliotheken.nl/id/nbt/p279931131;1736;1736
Zee en lantreize, door verscheide gewesten van Oostindien.;http://data.bibliotheken.nl/id/nbt/p843094656;1682;1682
Tooneel der Vereenigde Nederlanden, en onderhorige landschappen, geopent in een algemeen historisch, genealogisch, geographisch, en staatkundig woordenboek.;http://data.bibliotheken.nl/id/nbt/p157460614;1725;1725
Hooghberoemde ioodsche historien.;http://data.bibliotheken.nl/id/nbt/p397687893;1642;1642
De godlievende ziel vertoont in zinnebeelden.;http://data.bibliotheken.nl/id/nbt/p303277467;1727;1727
Historische beschryvinge van de reformatie der stadt Amsterdam.;http://data.bibliotheken.nl/id/nbt/p183830903;1729;1729
Oranjes overtogt naar Engeland: of Beschryvinge van Romein de Hooges printen.;http://data.bibliotheken.nl/id/nbt/p843203943;1689;1689
Voyages de Corneille le Brun par la Moscovie, en Perse, et aux Indes Orientales.;http://data.bibliotheken.nl/id/nbt/p297925636;1718;1718
Contes et nouvelles en vers.;http://data.bibliotheken.nl/id/nbt/p104784997;1696;1696
"Naukeurige beschryving van Morea, eertijts Peloponnesus; en de eilanden, gelegen onder de kusten.";http://data.bibliotheken.nl/id/nbt/p841792194;1688;1688
"De bekeerde alchimist; óf Bedroogen bedrieger. Kluchtspél.";http://data.bibliotheken.nl/id/nbt/p174215797;1714;1714
Overeenstemming der evangelisten, onder welke gevoegt is de histori van Christus.;http://data.bibliotheken.nl/id/nbt/p842434097;1700;1700
Het leven van zyne hoogheit Johan Willem Friso.;http://data.bibliotheken.nl/id/nbt/p182923355;1716;1716
Sinryke fabulen, verklaart en toegepast tot alderley zeede-lessen.;http://data.bibliotheken.nl/id/nbt/p84285018X;1685;1685
Verlichterie-kunde, of recht gebruyck der water-verwen.;http://data.bibliotheken.nl/id/nbt/p822715163;1670;1670
Brabantia illustrata, continens accuratissimam omnium castellorum et prætoriorum nobilium Brabantiæ, nec non celebrium cœnobiorum [...] descriptionem [...].;http://data.bibliotheken.nl/id/nbt/p238835758;1705;1705
De misantrope, of De gestrenge zedenmeester.;http://data.bibliotheken.nl/id/nbt/p301851182;1765;1765
Het derde, en laatste deel der koddige en ernstige opschriften.;http://data.bibliotheken.nl/id/nbt/p842854371;1685;1685
Het vierde deeltje der koddige en ernstige opschriften.;http://data.bibliotheken.nl/id/nbt/p842863680;1698;1698
Heidensche grootmoedigheden.;http://data.bibliotheken.nl/id/nbt/p246006358;1704;1704
Iets voor allen, zynde een verhandeling [...] van allerhande standen, studien [...] handwerken enz.;http://data.bibliotheken.nl/id/nbt/p31787036X;1745;1745
t'Eyland Ceylon in sijn binnenste, of't koningrijck Candy.;http://data.bibliotheken.nl/id/nbt/p833170198;1692;1692
Kabinet van Nederlandsche en Kleefsche oudheden.;http://data.bibliotheken.nl/id/nbt/p170706389;1792;1792
Abregé de la vie des peintres.;http://data.bibliotheken.nl/id/nbt/p160975476;1767;1767
"Omstandigh vervolgh op Joh. Lodew. Gottfrieds Historische kronyck; of Algemeene historische gedenk-boeken der voornaemste uytgeleesenste weereldlycke en kercklyke geschiedenissen.";http://data.bibliotheken.nl/id/nbt/p262635216;1698;1698
Reizen van Cornelis de Bruyn, door de vermaardste deelen van Klein Asia;http://data.bibliotheken.nl/id/nbt/p832277576;1698;1698
Il callotto resuscitato. oder Neu eingerichtes Zwerchen Cabinet;http://data.bibliotheken.nl/id/nbt/p306048752;1716;1716
Het Roomsch kabinet van oudheden, bestaande in goden- en andere beelden [...] die men vindt te Romen.;http://data.bibliotheken.nl/id/nbt/p260532282;1731;1731
Aardige en vermakelyke historien van Bocatius, den Florentyner.;http://data.bibliotheken.nl/id/nbt/p374356904;1732;1732
Vuë generale de la maison de Zuylesteyn [...];http://data.bibliotheken.nl/id/nbt/p243382820;1700;1799
"Ampliatie, by Jacob Marcelis gedaan maken, ende de [...] heeren burgermeesteren [...] der stad Amsterdam overgegeven; dienende tot elucidatie van sijn overgegeven boeckje, genaemt Demonstratie";http://data.bibliotheken.nl/id/nbt/p39409896X;1687;1687
Reizen over Moskovie, door Persie en Indie.;http://data.bibliotheken.nl/id/nbt/p189592303;1714;1714
"Theatrum machinarum universale; of Keurige verzameling van [...] waterwerken.";http://data.bibliotheken.nl/id/nbt/p279929110;1757;1757
De Nederlandsche scheepsbouw-konst open gestelt.;http://data.bibliotheken.nl/id/nbt/p832277479;1697;1697
Groote en kleene voorbeelden van alderhande door-eengevlogte naam letteren;http://data.bibliotheken.nl/id/nbt/p400977389;1600;1699
Horti medici Amstelædamensis plantæ rariores et exoticæ.;http://data.bibliotheken.nl/id/nbt/p238164527;1706;1706
Tyrocinia artis pictoriæ cælatoriæ ac sculptoriæ quibus prima membrorum humani corporis lineamenta designantur.;http://data.bibliotheken.nl/id/nbt/p311824625;1700;1799
Tgeheele Nieu Testament;http://data.bibliotheken.nl/id/nbt/p329794140;1529;1529
Bouw schilder en beeldhouwkonst, van het stadhuis te Amsteldam;http://data.bibliotheken.nl/id/nbt/p263300609;1700;1799
Fables nouvelles.;http://data.bibliotheken.nl/id/nbt/p191222542;1727;1727
Cours d'architecture.;http://data.bibliotheken.nl/id/nbt/p207205191;1698;1698
Relation du voyage de sa majesté Britannique en Hollande.;http://data.bibliotheken.nl/id/nbt/p851446663;1692;1692
Emblemata heroica, of De medalische sinnebeelden der [...] graaven van Holland;http://data.bibliotheken.nl/id/nbt/p183887964;1712;1712
"Admirandorum quadruplex spectaculum; delectum, pictum, et æri incisum.";http://data.bibliotheken.nl/id/nbt/p840916698;1700;1799
Lyk-reden op de ontijdige dood, en begraaffenis van [...] Maria de II.;http://data.bibliotheken.nl/id/nbt/p21755640X;1695;1695
Biblia, dat is De gantsche H. Schrifture, vervattende alle de canonijcke boecken des Ouden en des Nieuwen Testaments;http://data.bibliotheken.nl/id/nbt/p269499407;1714;1714
"Hollands tempe verhérelykt, vertoond in dertig uitmuntende gezigten; beginnende van Amsterdam of [...].";http://data.bibliotheken.nl/id/nbt/p184612438;1728;1728
Zedelyke en stichtelyke gezangen.;http://data.bibliotheken.nl/id/nbt/p260615951;1734;1734
Amintas. Herderspel.;http://data.bibliotheken.nl/id/nbt/p142930172;1715;1715
Rhynlands fraaiste gezichten [...].;http://data.bibliotheken.nl/id/nbt/p184614031;1732;1732
Quæ extant. [...].;http://data.bibliotheken.nl/id/nbt/p181487705;1716;1716
Leerzame zinnebeelden, bestaande in christelyke bedenkingen.;http://data.bibliotheken.nl/id/nbt/p17008101X;1758;1758
Arlequyn actionist. Klvchtig blyspél.;http://data.bibliotheken.nl/id/nbt/p155691554;1720;1720
Fables choisies.;http://data.bibliotheken.nl/id/nbt/p167575279;1728;1728
Historisch verhaal van het kroonen der koningen en koninginnen van Engeland.;http://data.bibliotheken.nl/id/nbt/p182987647;1727;1727
L'eloge de la folie.;http://data.bibliotheken.nl/id/nbt/p306857502;1728;1728
Inleidinge tot het ceremonieel, en de plegtigheden der begraavenissen, en der wapen-kvnde.;http://data.bibliotheken.nl/id/nbt/p14597460X;1713;1713
Beschryvinge van Amsterdam.;http://data.bibliotheken.nl/id/nbt/p102513422;1693;1693
De schriftuurlyke geschiedenissen en gelykenissen van het Oude en Nieuwe Verbond.;http://data.bibliotheken.nl/id/nbt/p23861770X;1712;1712
Nieuw teecken-boeck.;http://data.bibliotheken.nl/id/nbt/p401427773;1700;1799
Historische gedenk-penningen van Lodewyk den XIV. vertonende al het voorgevallene onder de regering van dien koning.;http://data.bibliotheken.nl/id/nbt/p183940156;1712;1712
Den arbeid van Mars. Of Nieuwe vesting-bouw.;http://data.bibliotheken.nl/id/nbt/p125032870;1672;1672
Quincampoix, of De windhandelaars. Blyspél.;http://data.bibliotheken.nl/id/nbt/p155691465;1720;1720
"Beslikte Swaantje, en drooge Fobert; of De boere rechtbank. Blyspel.";http://data.bibliotheken.nl/id/nbt/p174239955;1715;1715
Traité de la peinture, et de la sculpture.;http://data.bibliotheken.nl/id/nbt/p184845300;1728;1728
Perspectiva of doorzicht-kunde.;http://data.bibliotheken.nl/id/nbt/p175758689;1729;1729
Nieuwe reize van Misson na en door Italien.;http://data.bibliotheken.nl/id/nbt/p203445554;1724;1724
Mengelpoëzy.;http://data.bibliotheken.nl/id/nbt/p182607526;1734;1734
Lettre sur la sculpture, à monsieur Theod. de Smeth, ancien président des echevins de la ville d'Amsterdam.;http://data.bibliotheken.nl/id/nbt/p184308380;1769;1769
Les delices de la Grand' Bretagne, & de l'Irlande.;http://data.bibliotheken.nl/id/nbt/p296947156;1707;1707
Berigt wegens de wateren, deser stede Amsterdam.;http://data.bibliotheken.nl/id/nbt/p39409879X;1687;1687
Naaukeurige beschryving der uitwendige godtsdienst-plichten, kerk-zeden en gewoontens van alle volkeren der waereldt.;http://data.bibliotheken.nl/id/nbt/p191420778;1727;1727
Oeuvres d'architecture.;http://data.bibliotheken.nl/id/nbt/p261794213;1713;1713
Le theatre.;http://data.bibliotheken.nl/id/nbt/p270499245;1664;1664
Zederyke zinnebeelden der tonge.;http://data.bibliotheken.nl/id/nbt/p182277984;1716;1716
Het verheerlykt Watergraefs- of Diemer-meer [...] vertoont in verscheide vermakelyke gezichten.;http://data.bibliotheken.nl/id/nbt/p27995526X;1725;1725
La science des personnes de cour, d'epée et de robe.;http://data.bibliotheken.nl/id/nbt/p357132742;1752;1752
Le cabinet des beaux arts.;http://data.bibliotheken.nl/id/nbt/p840988664;1693;1693
Cours de peinture par principes.;http://data.bibliotheken.nl/id/nbt/p161486746;1766;1766
Konst-spiegel der weereltlikke vermaken.;http://data.bibliotheken.nl/id/nbt/p85276877X;1687;1687
Bloem-tuyntje.;http://data.bibliotheken.nl/id/nbt/p397079133;1686;1686
Memoires de Frederic Henri prince d'Orange.;http://data.bibliotheken.nl/id/nbt/p182930939;1733;1733
Beschryving der Nederlandsche historipenningen: of beknopt verhaal van 'tgene sedert [...] koning Philips [...] tot het sluyten van den Uytrechtschen vreede, in de zeventien Nederlandsche gewesten is voorgevallen.;http://data.bibliotheken.nl/id/nbt/p224242636;1723;1723
Dichtkundige zinnebeelden.;http://data.bibliotheken.nl/id/nbt/p303276924;1736;1736
Nieuwe Hollandse scheeps-bouw.;http://data.bibliotheken.nl/id/nbt/p843171286;1695;1695
Algemeen kunstwoorden-boek der wetenschappen [...]. Dienende tot een tweede deel van de Staats- en koeranten tolk.;http://data.bibliotheken.nl/id/nbt/p195566564;1734;1734
Opera omnia.;http://data.bibliotheken.nl/id/nbt/p833693441;1696;1696
't Verwaerloosde Formosa, of Waerachtig verhael, hoedanigh door verwaerloosinge der Nederlanders in Oost-Indien, het eylant Formosa, van [...] Coxinja, overrompelt [...] is geworden.;http://data.bibliotheken.nl/id/nbt/p850652669;1675;1675
P. Ovidii Nasonis Metamorphoseôn;http://data.bibliotheken.nl/id/nbt/p311825117;1700;1799
Teekenkunde in XX. plaaten;http://data.bibliotheken.nl/id/nbt/p401429679;1700;1799
Recueil des voyages qui ont servi a l'établissement et aux progrès de la Compagnie des Indes Orientales, formée dans les Provinces Unies des Païs-bas;http://data.bibliotheken.nl/id/nbt/p183946464;1702;1702
Lexicon hieroglyphicum sacro-profanum, of Woordboek van gewyde en ongewyde voor- en zinnebeelden.;http://data.bibliotheken.nl/id/nbt/p149057040;1722;1722
Gelukwenschingen, op de verkiezing en voorstelling van [...] Joan Couck, door den [...] krygsraad der stad Amsteldam, verkoren tot kapitein van de compagnie burgers [...] Ao. MDCCXLVI;http://data.bibliotheken.nl/id/nbt/p303118954;1746;1746
De gronden afbeeldingen en beschryvingen der aldervoornaamste en aldernieuwste gebouwen uyt alle die door Philippus Vingboons, binnen Amsterdam [...] en elders geordonneerd zyn;http://data.bibliotheken.nl/id/nbt/p237688662;1715;1715
Spiegel van staat des Vereenigde Nederlands. Waar in de macht en 't vry bestier, van yder der Zeven Verbonde Provincien [...] werd ontvouwd.;http://data.bibliotheken.nl/id/nbt/p188713840;1706;1706
Plusieurs belles et plaisante veües et la cour de Heemstede.;http://data.bibliotheken.nl/id/nbt/p312662769;1700;1799
Cabinet de l'art de schulpture [...]. Executé en yvoire [...].;http://data.bibliotheken.nl/id/nbt/p184218454;1727;1727
Naukeurige beschryving der eilanden, in de archipel der Middelantsche Zee, en ontrent dezelve, gelegen.;http://data.bibliotheken.nl/id/nbt/p841791996;1688;1688
Afbeeldingen der merkwaardigste geschiedenissen van het Oude en Nieuwe Testament.;http://data.bibliotheken.nl/id/nbt/p152399526;1729;1729
Verzameling van beelden, groepen [...] en andere pragtige cieradien van het koninglyke paleys en park van Versailles.;http://data.bibliotheken.nl/id/nbt/p229913040;1723;1723
Verhandeling van den Hollandschen scheepsbouw.;http://data.bibliotheken.nl/id/nbt/p194918955;1757;1757
Het gezandtschap der Neêrlandtsche Oost-Indische Compagnie, aan den grooten Tartarischen Cham, den tegenwoordigen keizer van China.;http://data.bibliotheken.nl/id/nbt/p843060840;1693;1693
Les principales forteresses & villes fortes d'Espagne [...] & des Païs-Bas.;http://data.bibliotheken.nl/id/nbt/p401254321;1715;1799
D'algemeene bouwkunde volgens d'antyke en hedendaagse manier.;http://data.bibliotheken.nl/id/nbt/p235138789;1705;1705
Les Indes Orientales et Occidentales et autres lieux.;http://data.bibliotheken.nl/id/nbt/p064489493;1700;1799
Verliefde Brechje, kluchtspel.;http://data.bibliotheken.nl/id/nbt/p180897152;1720;1720
Kabinet van Nederlandsche en Kleefsche oudheden.;http://data.bibliotheken.nl/id/nbt/p290848717;1770;1770
Dissertatio secunda. De sede et caussa coloris Aethiopum et caeterorum hominum.;http://data.bibliotheken.nl/id/nbt/p203503201;1737;1737
Alle de voornaamste gesigten van de wydberoemde steeden Alkmaar, Delft en Dordregt [...].;http://data.bibliotheken.nl/id/nbt/p184614244;1736;1736
De lustplaats Groot Heerema by Franeker, in vaarzen beschreeven.;http://data.bibliotheken.nl/id/nbt/p236105299;1734;1734
L'art de monter a cheval, ou Description du manége moderne.;http://data.bibliotheken.nl/id/nbt/p311824072;1733;1733
Histori der Nederlandsche vorsten [...] sedert de regeering van Albert, graaf van Holland, tot den dood van keizer Karel den Vyfden [...] met meer dan duizend historipenningen [...] opgehelderd. ;http://data.bibliotheken.nl/id/nbt/p201972107;1732;1732
De konincklycke triumphe vertoonende alle de eerpoorten [...] opgerecht in 'sGravenhage 1691. ter eere van Willem de III.;http://data.bibliotheken.nl/id/nbt/p851079709;1691;1691
Het zegenpralent Kenenmerlant, vertoont in 100 heerelyke gezichten.;http://data.bibliotheken.nl/id/nbt/p208192794;1729;1729
Des werelds hel en vage vuyr, begrepen onder't leven van den Amsterdamschen Spanjaart.;http://data.bibliotheken.nl/id/nbt/p400460688;1696;1696
Beschryvinge van Amsterdam [...] tot den jare 1691.;http://data.bibliotheken.nl/id/nbt/p171655095;1726;1726
Zinne-beelden, ofte Adams appel;http://data.bibliotheken.nl/id/nbt/p184644372;1745;1745
Aloude Hollandsche histori der keyzeren, koningen, hertogen en graaven [...] sedert de komst der Batavieren in het thans genaamde Holland, tot de herstelling van 'sgraaven Florents den eerstens zoon.;http://data.bibliotheken.nl/id/nbt/p189643773;1734;1734
Grondlegginge der teeken-konst.;http://data.bibliotheken.nl/id/nbt/p186397046;1766;1766
Niewe Hollandse scheeps-bouw.;http://data.bibliotheken.nl/id/nbt/p400395371;1705;1705
Het verbeterd en vermeerderd natuurlyk toover-boek, oft Nieuw speel-toneel der konsten.;http://data.bibliotheken.nl/id/nbt/p180524127;1701;1701
Architectura mechanica, of Moole-boek van eenige opstallen van moolens.;http://data.bibliotheken.nl/id/nbt/p284200638;1727;1727
Alckmaar lof-dicht.;http://data.bibliotheken.nl/id/nbt/p195022963;1745;1745
Architectura of Wiskunstige verhandeling, om de voornaamste eigenschappen der burgerlyke bouwkonst betrekkelyk te maaken tot de vyf bouw-orders.;http://data.bibliotheken.nl/id/nbt/p260640980;1789;1789
Atlas contractus, sive Mapparum geographicarum Sansoniarum auctarum et correctarum nova congeries;http://data.bibliotheken.nl/id/nbt/p303000791;1700;1709
Dichtmaatige gedachten over honderdvyfenvyftig bybelsche printverbeeldingen.;http://data.bibliotheken.nl/id/nbt/p399539751;1737;1737
